city_name,country_code,latitude,longitude,temp,humidity,cloudiness,wind_speed
caravelas,br,-21.9516,-27.85585,69.92,67,28,6.69
tartagal,ar,-22.77168,-63.47886,76.58,39,0,5.66
adrar,dz,25.91188,0.06694,90.08,18,0,2.75
lavrentiya,ru,65.51405,-168.15612,49.06,93,20,23.04
bilma,ne,21.02478,12.74797,87.38,37,97,6.64
gobabis,na,-22.83514,18.77563,51.8,18,0,2.24
kodiak,us,41.37965,-150.82963,68.84,92,100,8.1
do gonbadan,ir,30.1881,50.70261,84.2,28,0,1.95
srednekolymsk,ru,67.29061,152.30844,62.18,51,37,8.28
saldanha,za,-43.25934,-5.31766,40.4,76,100,29.66
mount pleasant,us,31.82193,-79.30467,80.9,80,54,21.09
vaitupu,wf,2.74306,-178.08002,83.06,75,37,11.81
new norfolk,au,-75.20869,132.19892,-66.7,100,100,15.35
mayumba,ga,-9.43182,3.02086,67.22,79,100,7.85
monroe,us,32.19487,-92.15775,84.85,62,75,6.93
tomatlan,mx,18.74323,-106.59037,83.96,82,47,16.53
fortuna,us,35.59475,-131.53438,70.1,80,58,19.28
sumbe,ao,-11.18037,12.89381,69.38,81,77,6.13
mehamn,no,81.01204,28.55333,26.72,92,0,12.53
marsaxlokk,mt,35.66375,15.22754,80.18,74,0,6.31
mascota,mx,20.5341,-104.84656,88.21,75,90,9.17
ayan,ru,57.12149,139.13657,46.7,95,100,4.23
warkworth,nz,-36.01881,175.18442,59.48,76,1,19.19
karatuzskoye,ru,53.38588,92.84561,52.82,88,38,2.17
springdale,ca,49.65214,-56.12124,58.58,73,41,14.2
thompson,ca,71.80337,-90.1231,35.0,99,100,8.25
los llanos de aridane,es,25.22919,-22.65635,73.16,91,0,13.58
sorland,no,68.52654,10.42467,52.46,89,89,23.29
changtu,cn,42.6782,123.71462,70.46,88,93,16.02
batagay,ru,68.03812,136.13472,56.42,59,0,9.22
izberbash,ru,42.63086,48.01175,74.75,64,89,6.71
napasar,in,28.30957,73.52039,90.62,46,70,11.12
dauphin,ca,52.24758,-99.32279,65.42,87,95,6.26
bandarbeyla,so,8.04623,58.54624,79.82,84,100,22.88
ahipara,nz,-34.15346,171.27383,60.56,79,41,22.64
riyadh,sa,25.6358,46.82599,86.48,13,0,7.27
oktyabrskiy,ru,47.9177,43.60141,70.28,45,14,11.86
namatanai,pg,-2.23719,154.50335,83.96,72,53,7.92
quba,az,41.19093,48.3344,69.8,43,75,1.66
kazachinskoye,ru,55.91351,107.79618,51.02,94,100,4.0
kudahuvadhoo,mv,2.47582,65.65797,82.7,76,92,10.76
salym,ru,59.83855,70.88229,51.02,96,97,4.9
yerbogachen,ru,61.7522,106.17467,56.24,70,94,9.28
bella union,uy,-30.96556,-57.2738,60.56,95,96,10.31
castanos,mx,26.82184,-101.10714,100.0,28,0,1.99
karratha,au,-15.52958,116.03881,73.88,72,52,11.27
neryungri,ru,56.43551,122.90819,55.16,87,34,7.29
lesnyye polyany,ru,59.24372,52.65233,42.56,96,13,8.41
cabo san lucas,mx,11.26577,-118.10793,82.34,78,82,17.22
roald,no,72.8792,0.05211,43.82,88,13,24.32
tilichiki,ru,59.47546,172.17979,50.3,79,100,21.52
necochea,ar,-39.76645,-59.12124,51.92,88,100,8.97
ca mau,vn,8.67595,103.91453,84.14,75,100,17.98
puerto rondon,co,5.95279,-71.36451,75.86,88,35,3.2
kruisfontein,za,-80.65008,29.68959,-65.26,95,12,15.39
san cristobal,ec,1.8276,-85.76664,74.96,87,100,15.05
vire,fr,48.6625,-0.90045,59.0,100,0,4.7
shakiso,et,5.72894,38.51973,53.36,94,78,0.31
ostrovnoy,ru,79.05985,43.18898,33.02,78,4,4.05
haibowan,cn,40.3419,107.39512,66.86,52,67,22.44
broome,au,-17.53413,124.33355,59.0,100,75,8.05
cururupu,br,4.94236,-41.95403,80.72,75,4,16.2
oshawa,ca,43.76058,-78.87327,71.1,49,1,9.17
woodward,us,36.57615,-99.92692,90.82,46,1,10.29
hervey bay,au,-24.496,154.36588,68.48,62,3,1.34
tatarsk,ru,54.19523,76.05232,59.66,55,38,10.38
waingapu,id,-12.31496,120.85728,77.48,58,0,8.88
kununurra,au,-17.68782,128.09303,76.22,13,15,14.63
japura,br,-0.69659,-68.74,79.82,70,86,1.57
fukue,jp,34.25639,126.65108,75.14,69,51,4.97
kangaba,ml,11.52846,-8.38477,70.82,96,98,5.1
khatanga,ru,76.0665,105.85457,41.84,92,99,10.09
del rio,us,30.16152,-100.83767,97.14,27,1,6.13
bilibino,ru,71.54127,166.14283,39.86,81,100,10.33
solnechnyy,ru,59.17588,137.28569,51.92,96,100,4.97
asau,tv,-15.41719,179.39435,76.58,80,100,23.53
ponta do sol,cv,21.23693,-29.45864,76.4,77,100,12.33
kontagora,ng,11.03574,5.45726,72.62,94,97,2.57
jinchang,cn,40.68165,102.91312,69.56,47,83,16.46
norman wells,ca,67.06294,-120.22343,54.62,48,16,14.97
provideniya,ru,55.4404,-175.10075,51.2,87,100,18.19
rawson,ar,-45.36595,-64.32608,47.42,72,2,13.53
hambantota,lk,1.60075,83.85189,81.98,79,100,13.89
watertown,us,43.95539,-76.07903,73.22,50,1,9.17
colomi,bo,-16.89627,-65.68351,50.66,87,87,1.36
guaymas,mx,27.93403,-110.98439,95.97,66,40,20.8
visby,se,56.92376,18.08522,55.99,96,0,5.99
ilulissat,gl,72.28065,-45.61994,4.4,80,95,7.0
kutum,sd,15.66156,24.8686,81.44,53,89,12.48
chokurdakh,ru,84.67695,151.5441,31.58,96,100,10.45
paramonga,pe,-10.17655,-77.51804,58.76,82,0,1.88
ust-kamchatsk,ru,53.14169,162.39022,49.94,95,100,21.54
te anau,nz,-39.29702,162.12331,53.36,67,74,17.43
lata,sb,-12.301,164.16847,78.56,81,57,21.83
codrington,ag,25.12852,-49.03057,81.08,74,10,11.92
cheuskiny,ru,62.78737,71.48617,41.66,85,100,7.7
korla,cn,38.20706,89.97931,45.08,59,92,6.44
san lawrenz,mt,35.76604,13.78959,78.26,69,0,5.82
saskylakh,ru,79.80375,115.29532,29.78,92,1,7.63
charleston,us,37.75481,-81.81551,77.36,53,1,7.99
praia da vitoria,pt,45.2591,-22.95365,63.98,85,0,18.03
vitim,ru,59.1114,112.7434,53.9,87,98,2.42
hay river,ca,62.37185,-116.53793,58.94,52,94,4.61
supaul,in,26.0194,86.44675,80.9,81,100,6.49
sun valley,us,39.89557,-119.55419,89.6,14,1,20.8
manado,id,3.59323,123.40422,83.24,71,99,6.04
hobyo,so,0.34754,51.53795,78.38,87,71,17.81
maraa,br,-1.43516,-65.45991,78.02,76,68,2.06
asfi,ma,32.61164,-9.15183,69.2,89,17,15.93
jacksonville,us,39.67249,-90.32027,71.47,100,90,6.93
bathsheba,bb,20.94154,-47.39937,80.18,79,0,11.86
turayf,sa,31.82506,38.31223,80.6,36,0,11.41
ola,ru,56.78305,152.14158,52.1,85,100,3.8
mys shmidta,ru,70.04818,-177.24193,44.9,92,15,8.37
poum,nc,-16.79803,163.63848,74.6,69,14,18.12
toliary,mg,-23.61751,43.02705,74.06,74,0,12.95
saint george,bm,35.31812,-57.2795,80.54,77,56,9.71
darnah,ly,32.63086,22.3049,72.08,56,0,17.43
kusatsu,jp,35.06068,135.87004,77.05,78,20,6.93
karauzyak,uz,44.72112,60.23383,80.0,59,4,5.95
tripoli,ly,33.86607,13.53279,80.9,75,0,10.13
ulladulla,au,-37.69487,154.32851,54.62,59,72,6.89
lepaterique,hn,14.14396,-87.50342,77.94,50,40,4.7
kostomuksha,ru,64.6925,31.35897,57.14,91,98,13.22
aksarka,ru,66.24987,68.45651,38.42,79,26,4.09
olafsvik,is,64.62858,-29.14777,48.86,90,100,42.14
fort pierce,us,27.63122,-79.94508,83.97,74,1,5.82
chuy,uy,-49.65655,-36.08976,38.96,87,100,28.36
batagay-alyta,ru,69.40674,130.42784,54.62,64,80,11.99
disa,in,24.10118,72.18177,80.36,80,79,9.73
kenai,us,61.70555,-151.72232,59.0,82,75,9.17
kemijarvi,fi,68.01333,28.48748,49.4,97,100,13.13
avera,pf,-19.87989,-154.43075,77.12,81,0,11.95
pemberton,ca,50.48469,-122.6164,69.8,46,40,4.7
egvekinot,ru,63.39772,-177.23726,53.36,87,0,9.15
xaghra,mt,36.29323,14.29237,78.26,69,0,5.82
akureyri,is,65.42803,-17.59087,51.8,71,20,5.82
severnyy,ru,69.29173,63.85436,38.24,82,99,2.01
guacimo,cr,8.90972,-83.19257,75.86,89,97,1.72
port macquarie,au,-32.69105,156.89709,61.64,61,0,13.04
mount isa,au,-17.27888,139.69092,74.78,22,88,14.5
barkhera,in,28.47603,79.81854,78.74,88,99,6.24
gat,ly,23.96463,6.63571,74.06,44,10,2.21
vysokogornyy,ru,49.0649,139.0257,53.9,91,99,4.16
moron,mn,49.37563,99.74914,42.56,69,0,5.75
manakara,mg,-22.25911,48.6142,71.18,64,35,11.52
balykshi,kz,47.48184,50.70378,80.0,25,97,7.43
itarema,br,4.93789,-38.14965,80.54,75,69,15.01
pizarro,co,2.13343,-78.7081,77.84,89,5,16.35
nadym,ru,64.22678,72.11303,43.28,84,100,10.29
ngorongoro,tz,-2.57004,35.6577,58.4,80,5,7.34
tamboril,br,-4.8615,-40.25422,81.26,43,38,4.21
lang son,vn,21.86063,106.28014,76.4,96,100,1.01
sobolevo,ru,54.3523,150.87626,51.02,89,100,11.59
shupiyan,in,33.35852,74.71671,52.64,73,1,3.89
kodinsk,ru,60.08169,98.5922,53.0,94,100,5.1
ozoir-la-ferriere,fr,48.66736,2.75394,68.31,56,0,3.36
sars,ru,56.22076,57.26772,47.96,96,78,11.1
bereda,so,15.08501,49.75918,78.2,69,0,0.56
yanam,in,14.17186,85.26949,83.24,78,100,27.83
doka,sd,13.86177,36.13009,72.98,75,100,9.75
mafinga,tz,-6.77422,34.68913,63.98,67,0,5.79
puerto baquerizo moreno,ec,3.88958,-88.38087,77.84,86,84,15.37
pevek,ru,68.77186,170.05814,50.84,78,100,6.78
kiama,au,-38.25681,157.08485,54.98,54,97,10.16
komsomolskiy,ru,69.31787,174.71658,59.48,59,98,1.92
waipawa,nz,-44.63011,176.48958,49.4,86,99,12.19
arawa,pg,-4.2496,154.80578,84.32,69,60,5.28
haines junction,ca,63.47407,-140.36091,58.04,39,0,5.75
hami,cn,40.01372,94.55903,71.18,26,96,22.84
sibolga,id,-2.91155,92.26516,80.0,74,100,18.97
atambua,id,-11.00046,126.92928,76.94,69,7,11.18
ciudad bolivar,ve,7.75926,-64.20207,80.9,75,5,3.67
saint-joseph,re,-29.83055,54.5074,62.0,65,59,9.69
madaba,jo,31.79792,35.81839,71.22,68,0,5.82
solwezi,zm,-13.12862,26.86757,63.44,58,61,4.54
bengkulu,id,-16.92609,86.72767,74.42,79,48,17.81
indramayu,id,-5.12127,108.86481,79.28,82,85,15.41
maarianhamina,fi,59.75797,20.20937,60.8,100,40,5.82
tabiauea,ki,-0.23966,168.3227,85.04,69,40,9.78
ambilobe,mg,-10.83996,52.22008,77.84,77,27,26.75
umzimvubu,za,-33.65343,30.90627,67.94,75,0,15.97
ustka,pl,55.12084,16.53539,68.66,82,0,11.86
anito,ph,13.35183,126.51331,83.6,78,90,15.79
phuket,th,6.91532,97.19149,83.42,74,100,9.66
marawi,sd,17.6415,30.08859,90.26,40,33,10.25
nyurba,ru,67.78397,117.80149,63.62,48,50,6.78
asyut,eg,23.81519,26.04033,77.12,21,0,5.73
palmer,us,57.49147,-143.78016,58.58,82,69,10.6
cap malheureux,mu,-16.2343,57.60434,74.42,71,8,23.89
eureka,us,40.50561,-136.75872,69.2,72,0,4.32
allapalli,in,19.94726,80.47002,72.26,97,100,7.94
chalchihuites,mx,23.50473,-104.01544,70.46,64,47,5.14
nagyrabe,hu,47.16072,21.28594,69.3,73,36,6.93
ocosingo,mx,17.09516,-92.05405,96.8,56,40,6.93
soyo,ao,-8.73741,6.84656,67.58,75,70,3.4
praia,cv,9.96364,-22.99243,79.46,83,62,17.2
halalo,wf,-16.48541,-179.69083,73.88,82,87,19.28
derzhavinsk,kz,50.69068,64.61189,73.7,38,28,12.93
taloqan,af,36.88224,69.56896,66.32,26,0,4.61
oytal,kz,42.83551,74.0016,64.4,52,0,4.47
shahr-e babak,ir,30.41344,55.3191,57.5,18,0,9.26
iskateley,ru,69.77306,53.99155,42.2,71,100,12.01
sterlibashevo,ru,53.33041,55.50422,52.46,91,5,13.31
santa rosa,bo,-12.71101,-67.02258,83.42,41,25,3.65
namtsy,ru,63.19128,129.73315,53.72,71,0,3.38
lake cowichan,ca,48.87477,-124.35899,70.27,43,40,3.36
kurkino,ru,53.34487,38.61426,51.74,91,9,4.36
berbera,so,10.38473,44.6775,88.82,58,19,7.76
natal,br,-2.29439,-26.80997,76.76,77,48,17.98
saleaula,ws,-6.15586,-171.82423,82.34,74,6,11.34
kota tinggi,my,1.7898,104.39191,78.8,94,75,1.12
huangmei,cn,30.46505,116.32789,81.8,78,36,3.65
bahia blanca,ar,-38.52657,-61.98144,55.16,75,100,6.2
